metric,dataset,count,mean,std,min,5%,25%,50%,75%,95%,max
MOS,ADReSSO,237.0,2.051237712236287,0.5917437737168606,0.8850909,1.17318944,1.6434288,2.00193,2.4377964,3.1900398599999997,4.23075
MOS,IMPACT,1000.0,1.8178793523399999,0.4974244017708272,0.7915133,1.0936255400000001,1.4985841500000001,1.7617587000000001,2.06961345,2.6988735999999993,4.4674654
PESQ,ADReSSO,237.0,2.115870902809916,0.7052693524689708,1.12282431125641,1.1909292221069339,1.41986966133118,2.03407502174377,2.66084718704224,3.3451308727264415,3.7092297077179
PESQ,IMPACT,1000.0,1.9132601716518403,0.4731572646397066,1.1173939704895,1.2201830565929415,1.5604922771453875,1.84200447797775,2.2292146682739276,2.769492650032041,3.39972686767578
STOI,ADReSSO,237.0,0.8513535571752219,0.13211882255297872,0.321333020925522,0.5862799406051638,0.795490801334381,0.891194701194763,0.947557806968689,0.9849843978881836,0.994084656238556
STOI,IMPACT,1000.0,0.8838648880124093,0.07770794965235188,0.193523645401001,0.718763709068298,0.8571018576622013,0.9023673832416534,0.9344427287578579,0.9672197550535203,0.991551518440247
SI-SDR,ADReSSO,237.0,10.464429357132328,9.222266663512938,-16.0384140014648,-9.291387176513673,6.32931613922119,11.610405921936,17.1273727416992,23.38985748291016,25.7946872711182
SI-SDR,IMPACT,1000.0,10.01148636148125,5.817656852060959,-22.0581207275391,-1.078680175542832,6.974998593330385,10.5947895050049,13.985610246658325,18.14329881668094,24.3436470031738
