deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
REDLAT_AF047_Phonological.wav,1.5570515,1.6450884,2.8606498,1.7548532,2.2449489,NISQAv2
REDLAT_AF047_Phonological2.wav,1.8494612,1.9199084,3.2460368,2.0957882,2.5990813,NISQAv2
REDLAT_AF047_Semantic.wav,1.4861405,1.7713559,3.4831045,1.9181162,2.2467067,NISQAv2
REDLAT_AF047_Semantic2.wav,1.5323267,1.8180714,3.394402,1.8365781,1.8395848,NISQAv2
REDLAT_AF049_CraftDe.wav,2.0937138,1.9195579,3.4987266,2.3658123,2.8579907,NISQAv2
REDLAT_AF049_CraftIm.wav,1.8043015,1.9575446,3.3578975,2.0391953,2.2343428,NISQAv2
REDLAT_AF049_Fugu.wav,2.7130444,2.1066206,4.0005426,3.2334673,3.3434849,NISQAv2
REDLAT_AF049_Phonological.wav,1.4553279,1.7795008,2.9887679,2.25367,1.8791404,NISQAv2
REDLAT_AF049_Phonological2.wav,1.456444,1.9534901,3.365308,2.10015,1.7750607,NISQAv2
REDLAT_AF049_Semantic.wav,1.5740176,1.6436496,2.8477156,1.7290093,2.2280037,NISQAv2
REDLAT_AF049_Semantic2.wav,1.3136362,1.6188427,2.6152973,1.6769276,1.8138018,NISQAv2
REDLAT_AF050_CraftDe.wav,1.5158823,1.8494444,2.1119013,1.7735696,2.4328804,NISQAv2
REDLAT_AF050_CraftIm.wav,2.1129904,1.853982,3.2110875,2.4121246,2.8519819,NISQAv2
REDLAT_AF050_Fugu.wav,2.126042,1.8735951,3.2132638,2.2702641,2.6943307,NISQAv2
REDLAT_AF050_Phonological.wav,1.3846264,1.864459,2.4472065,1.7638838,1.8583218,NISQAv2
REDLAT_AF050_Phonological2.wav,1.4928855,1.8134923,2.577889,1.7990637,1.7832291,NISQAv2
REDLAT_AF050_Semantic.wav,1.2350724,1.725718,2.6394289,1.7865808,1.7039369,NISQAv2
REDLAT_AF050_Semantic2.wav,1.3776382,1.8754193,2.7401936,1.8328288,1.7735832,NISQAv2
REDLAT_AF051_CraftDe.wav,1.7174555,1.54056,2.9103034,2.109446,2.559647,NISQAv2
REDLAT_AF051_CraftIm.wav,1.7072372,1.591537,2.8235312,2.0638468,2.5634093,NISQAv2
REDLAT_AF051_Fugu.wav,2.2876995,1.9044199,3.5008743,2.6634839,3.0508497,NISQAv2
REDLAT_AF051_Phonological.wav,1.7483374,1.6735321,2.9410174,2.2684097,2.3340502,NISQAv2
REDLAT_AF051_Phonological2.wav,1.5035849,1.7489777,3.0027292,2.3101752,1.8604637,NISQAv2
REDLAT_AF051_Semantic.wav,1.8054789,1.8303325,3.4958107,2.2877262,1.9540576,NISQAv2
REDLAT_AF051_Semantic2.wav,1.1949304,1.6537207,2.5897446,1.6162115,1.6850002,NISQAv2
REDLAT_AF052_CraftDe.wav,1.7798826,1.7052467,2.389933,1.9981318,2.679886,NISQAv2
REDLAT_AF052_CraftIm.wav,1.7789963,1.7196668,2.5516937,2.047168,2.5781069,NISQAv2
REDLAT_AF052_Fugu.wav,1.3485035,1.7071108,3.050196,1.9213512,1.6813463,NISQAv2
REDLAT_AF052_Phonological.wav,1.9113817,1.6143742,2.977166,2.4153347,2.6229842,NISQAv2
REDLAT_AF052_Phonological2.wav,1.556906,1.6266352,2.9063232,2.0277586,2.1792133,NISQAv2
REDLAT_AF052_Semantic.wav,1.7810518,1.52442,3.0867665,2.3201013,2.7442648,NISQAv2
REDLAT_AF052_Semantic2.wav,1.5114193,1.4691801,2.4980533,1.9965888,2.476329,NISQAv2
REDLAT_AF053_CraftDe.wav,1.3710018,1.6735152,2.6508348,1.7338808,1.9092947,NISQAv2
REDLAT_AF053_CraftIm.wav,1.3705842,1.6823202,2.6334317,1.9384987,1.9923666,NISQAv2
REDLAT_AF053_Fugu.wav,1.6334962,1.9432824,3.2272685,1.8985406,1.9590307,NISQAv2
REDLAT_AF053_Phonological.wav,1.5428654,1.75322,2.6905172,1.7950283,2.084824,NISQAv2
REDLAT_AF053_Phonological2.wav,1.5075163,1.8627083,3.3454857,2.003626,1.904046,NISQAv2
REDLAT_AF053_Semantic.wav,1.5784787,1.7318802,2.7266152,1.9813143,2.1504378,NISQAv2
REDLAT_AF053_Semantic2.wav,1.4444168,1.7007859,2.6612074,1.8237629,1.7597735,NISQAv2
REDLAT_AF055_CraftDe.wav,1.679463,1.5863044,2.716007,1.9838758,2.4142203,NISQAv2
REDLAT_AF055_CraftIm.wav,1.653191,1.5449986,2.9715598,2.2819757,2.4140017,NISQAv2
REDLAT_AF055_Fugu.wav,2.219445,1.8508282,3.3599026,2.611589,3.2011673,NISQAv2
REDLAT_AF055_Phonological.wav,2.64876,1.8570181,3.6825984,3.0853555,3.2531145,NISQAv2
REDLAT_AF055_Phonological2.wav,2.4966097,1.8854508,3.5690725,2.866356,3.104144,NISQAv2
REDLAT_AF055_Semantic.wav,2.0027208,1.7157763,3.2696455,2.541764,2.7687554,NISQAv2
REDLAT_AF055_Semantic2.wav,2.1213741,1.6777225,3.4892867,2.6645734,2.7184,NISQAv2
REDLAT_AF056_CraftDe.wav,1.0342348,1.565402,2.5463846,1.3479533,1.8095717,NISQAv2
REDLAT_AF056_CraftIm.wav,1.4183105,1.7046597,2.5518005,1.7073588,2.2014964,NISQAv2
REDLAT_AF056_Fugu.wav,2.0777037,1.847255,3.3499997,2.0035207,2.7682776,NISQAv2
REDLAT_AF056_Phonological.wav,2.0435545,1.703055,2.7177784,2.2503622,2.6027975,NISQAv2
REDLAT_AF056_Phonological2.wav,1.3761314,1.7118077,3.1502404,2.0761042,2.0974534,NISQAv2
REDLAT_AF056_Semantic.wav,1.4463078,1.5759679,2.6060243,2.0074291,2.273596,NISQAv2
REDLAT_AF056_Semantic2.wav,1.5521913,1.7416177,2.7257736,1.9435816,2.1059976,NISQAv2
REDLAT_AF057_CraftDe.wav,2.134025,1.9384996,2.9916086,2.3025792,2.8009155,NISQAv2
REDLAT_AF057_CraftIm.wav,1.6847688,1.9161005,3.2176087,2.1661603,2.248569,NISQAv2
REDLAT_AF057_Fugu.wav,2.0436344,1.7638751,2.9285398,2.385071,2.7879972,NISQAv2
