deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
HUA0005_0021A__20241108__Recuerdo_agradable__RXQw.wav,1.8395803,3.6151423,2.3686547,2.1528218,2.8974779,NISQAv2
LIM0008_0066__20250213__Recuerdo_agradable__utFi.wav,1.7279667,3.1968567,1.9638231,2.3682349,3.1141896,NISQAv2
TUM0006_0163__20250402__Re-narración_de_video__MZM1.wav,1.2848601,2.8187735,1.713275,1.9740368,2.8345475,NISQAv2
LIM0003_0011_A__20241025__Re-narración_de_video__7A0E.wav,2.0563262,3.12053,2.2056952,2.4288476,2.8613095,NISQAv2
HUA0004_0068A__20250129__Lámina_1__BvWD.wav,1.5193636,3.3592548,1.8926234,2.27652,2.6564763,NISQAv2
LIM0002_0121_A__20250329__Recuerdo_agradable__7Jla.wav,1.2567753,3.121219,1.8757315,1.9228601,2.527132,NISQAv2
IQT0004_0115_A__20250402__Re-narración_de_video__ky4g.wav,1.6433543,3.2461507,2.134147,2.1094158,2.9579122,NISQAv2
HUA0005_0002__20241214__Re-narración_de_video__3zUW.wav,2.6640213,4.0108185,4.1856236,3.238684,3.8165667,NISQAv2
LIM0010_0040_A__20250312__Recuerdo_agradable__WzGP.wav,1.9650072,3.4445689,2.5806956,2.3429704,3.1019561,NISQAv2
TUM0009_0258P__20250502__Rutina__GQQz.wav,1.9792516,3.3513308,2.5148509,2.319193,3.138065,NISQAv2
TUM0010_0003A__20240920__Rutina__em26.wav,2.0489635,4.0083103,4.542103,3.268559,1.4529102,NISQAv2
LIM0003_0152_P__20250513__Rutina__qEPN.wav,1.7363188,3.4630702,3.2611392,1.9715676,3.3219297,NISQAv2
LIM0007_0108_A__20250427__Recuerdo_agradable__iroo.wav,1.9399111,3.205702,2.1276293,2.257355,3.136072,NISQAv2
LIM0006_0128_P__20250403__Recuerdo_agradable__yoog.wav,2.4821672,3.5176468,4.225315,3.168565,1.8994333,NISQAv2
LIM0002_0098_P__20250318__Lámina_1__JATA.wav,2.3316417,4.0643873,4.105547,2.9728909,1.8927686,NISQAv2
LIM0007_0148_P__20250604__Recuerdo_agradable__jdGa.wav,2.3375232,3.6624053,2.426501,2.4451442,3.292715,NISQAv2
LIM0005_0116_P__20250404__Rutina__3Y9c.wav,1.9030193,3.4983926,2.3971455,2.3634937,2.3896973,NISQAv2
TUM0006_0163-P__20250402__Re-narración_de_video__4jZ3.wav,1.891764,3.4519918,2.0483472,2.2405412,3.2423482,NISQAv2
LIM0002_0098_P__20250318__Re-narración_de_video__yVKf.wav,2.4516616,4.099144,4.2636166,3.4674947,1.7084643,NISQAv2
TUM0003_0193_A__20250331__Rutina__EZZA.wav,2.2161887,3.54413,2.4388335,2.627161,2.8720438,NISQAv2
TUM0004_0258P__20250428__Rutina__06Re.wav,1.7988284,2.6993272,3.7672815,2.5794814,1.903956,NISQAv2
TUM0004_0109A__20250125__Re-narración_de_video__iEeW.wav,2.087074,3.5086234,2.8450587,2.309099,3.01203,NISQAv2
LIM0006_0128_A__20250403__Recuerdo_agradable__ABZr.wav,1.5681508,2.9817111,3.4126492,2.3903782,1.5902326,NISQAv2
TUM0009_0169_P__20250305__Re-narración_de_video__YxjG.wav,1.7779162,3.4806678,2.037623,2.1254058,3.0118287,NISQAv2
LIM0003_0107_P__20250314__Rutina__0nJP.wav,3.630871,4.091569,4.0695786,3.4935303,4.03428,NISQAv2
TUM0004_0296_P__20250524__Recuerdo_agradable__Z1vT.wav,1.6666974,3.416084,2.1091237,2.182848,2.8930829,NISQAv2
LIM0005_0034_A__20241030__Rutina__Nqt0.wav,3.1539044,3.769915,2.9869473,3.064597,3.800227,NISQAv2
IQT0003_0085_P__20250318__Rutina__ORIP.wav,1.1557359,3.1141362,2.36734,2.0265625,3.2843714,NISQAv2
LIM0002_0061_A__20250206__Rutina__lzth.wav,1.7903926,3.5360153,2.261324,2.3971815,3.0402527,NISQAv2
LIM0007_0106_A__20250421__Rutina__eKr2.wav,1.6677074,3.7138994,2.076939,2.126673,2.7807565,NISQAv2
LIM0002_0057_A__20250116__Lámina_1__WaUq.wav,1.9808973,3.4378967,2.356823,2.4401374,3.1201828,NISQAv2
IQT0006_0062I_P__20250129__Recuerdo_agradable__cw9h.wav,1.5114964,3.3710957,1.9603937,2.034849,2.8016877,NISQAv2
TUM0007_0004A__20240923__Recuerdo_agradable__aS66.wav,1.4402319,3.2124488,2.0037727,2.2144954,2.1714528,NISQAv2
LIM0003_0016_P__20241015__Lámina_1__NgU7.wav,1.2522599,3.4158792,2.1630352,1.8272069,2.4368758,NISQAv2
IQT0003_0184_A__20250314__Rutina__nbjB.wav,2.3784711,3.132685,3.9991825,2.979242,2.103408,NISQAv2
PRUEBA_Audifono_2__20250502__Re-narración_de_video__GOP1.wav,2.63489,3.8151963,2.9350152,2.9144185,3.1588414,NISQAv2
TUM0008_0038P__20241005__Rutina__6MWO.wav,1.6054316,2.6532285,2.7569554,1.9477761,2.7682924,NISQAv2
LIM0010_0010_A__20250117__Re-narración_de_video__Pt35.wav,1.5434827,2.7145195,3.7580497,2.4239647,1.5297679,NISQAv2
LIM0004_0103_A__20250317__Rutina__aUBO.wav,2.0079844,3.4467976,1.9371397,2.2449234,3.2402678,NISQAv2
TUM0003_0171_P__20250313__Rutina__1k1H.wav,0.7915133,2.9956791,1.8197818,1.6186812,2.0805488,NISQAv2
LIM0002_0187_P__20250606__Re-narración_de_video__naPn.wav,1.6410401,3.4730191,1.9876873,2.1254141,3.0885122,NISQAv2
TUM0009_0231P__20250416__Recuerdo_agradable__uA9H.wav,1.4782386,3.4766214,2.553383,2.0747206,2.2158763,NISQAv2
HUA0008_0273P__20250331__Re-narración_de_video__B5s9.wav,2.9433897,3.8959234,3.009241,2.916793,3.546245,NISQAv2
IQT0012_0071_P__20250328__Recuerdo_agradable__ro6a.wav,1.4060062,2.8628876,2.4785683,1.8103857,3.111138,NISQAv2
LIM0010_0011_A__20250122__Re-narración_de_video__XpuE.wav,1.7105128,3.3822846,1.9916296,2.1335018,2.561796,NISQAv2
LIM0007_0034_A__20250117__Recuerdo_agradable__cvKC.wav,3.0727003,3.6891997,4.0290084,2.9837735,2.8021514,NISQAv2
LIM0004_0111_A__20250327__Rutina__FdC6.wav,1.8042599,3.4610775,1.983901,2.1762226,3.0839708,NISQAv2
TUM0003_0102__20250118__Rutina__dOfj.wav,2.0511475,3.513994,2.1781282,2.7246964,3.5230024,NISQAv2
IQT0003_0295_A__20250520__Rutina__AEvd.wav,2.2438154,3.7800167,1.9394991,2.7099934,2.8485267,NISQAv2
LIM0004_0188_A__20250612__Recuerdo_agradable__qxxC.wav,1.6924044,3.3095534,1.9732916,2.2809322,3.1239624,NISQAv2
LIM0007_0036_A__20241126__Recuerdo_agradable__HdQa.wav,1.940091,3.5051897,2.1693127,2.2944472,2.6868997,NISQAv2
LIM0007_0040_P__20241110__Recuerdo_agradable__jhKU.wav,1.512899,3.3378577,1.8968856,2.3904212,3.0439641,NISQAv2
LIM0005_0033_P__20241031__Recuerdo_agradable__Hbx8.wav,1.7564851,3.3134103,2.0033865,2.4003716,2.4430666,NISQAv2
LIM0006_0111_A__20250320__Lámina_1__u7P8.wav,1.9853038,3.6608407,2.0662172,2.317647,2.9298878,NISQAv2
HUA0006_0184P__20250503__Rutina__9Atm.wav,3.0688612,3.9271176,4.128691,3.4598198,4.0043335,NISQAv2
TUM0005_0322A__20250505__Rutina__Bwea.wav,2.0717437,3.5823438,2.2696323,2.1782892,2.991864,NISQAv2
TUM0004_0133_A__20241115__Re-narración_de_video__9oQk.wav,1.5574921,2.9849408,2.2242942,2.2316244,2.7668266,NISQAv2
LIM0010_0040_P__20250312__Recuerdo_agradable__cUA3.wav,1.0937048,2.7957962,1.6378686,1.8716787,2.8449452,NISQAv2
TUM0010_0358A__20250605__Recuerdo_agradable__UYnq.wav,1.7792053,3.2193816,1.9460766,2.2513046,2.832608,NISQAv2
IQT0004_0156_A__20250604__Recuerdo_agradable__gKoz.wav,1.8017966,3.4779623,2.162812,2.2250617,3.2463918,NISQAv2
TUM0004_0113_A__20241104__Re-narración_de_video__bYKt.wav,3.0596511,3.8180802,3.620872,3.3823743,3.1651914,NISQAv2
TUM0010_0176P__20250110__Recuerdo_agradable__3zEU.wav,1.6971891,3.238199,2.154212,2.3060892,2.0499234,NISQAv2
LIM0002_0098_P__20250318__Recuerdo_agradable__Fx7j.wav,1.6732295,3.0862334,3.9665716,2.992264,1.6134275,NISQAv2
LIM0002_0092_A__20250311__Re-narración_de_video__Cmdz.wav,1.7890737,3.5203595,1.9913757,1.9971569,2.7522056,NISQAv2
IQT0008_0151p__20250520__Rutina__Dkth.wav,1.7535443,3.0535088,2.158838,2.1535528,3.302163,NISQAv2
TUM0006_0170-P__20250325__Recuerdo_agradable__G4AN.wav,1.5447651,2.7514343,2.0697773,2.383224,2.3306382,NISQAv2
HUA0004_0246P__20250530__Re-narración_de_video__a9c1.wav,2.087092,3.2770603,4.0292025,3.2529042,1.4447422,NISQAv2
LIM0002_0165_A__20250514__Recuerdo_agradable__Wl2c.wav,2.266958,3.2866,3.571849,2.4601343,3.686661,NISQAv2
TUM0002_258A__20250602__Rutina__Le6v.wav,1.0188214,3.2011638,1.8240967,1.8271877,1.8135122,NISQAv2
LIM0002_0060_P__20250123__Recuerdo_agradable__gle5.wav,2.3335943,3.6114542,2.653346,2.7793639,3.0485265,NISQAv2
TUM0005_0213_A__20250318__Recuerdo_agradable__Jcpy.wav,1.5895092,3.3335056,1.953382,2.0827675,3.0360727,NISQAv2
LIM0005_0035_A__20241030__Rutina__eXUS.wav,1.5298356,2.7797678,2.2175093,2.2488954,3.353558,NISQAv2
LIM0006_0111_A__20250320__Recuerdo_agradable__71g1.wav,2.30501,3.692519,2.2887154,2.6999042,3.055321,NISQAv2
IQT0006_0282_A__20250528__Lámina_1__VC1c.wav,1.5184135,3.0953524,2.0202513,2.2656708,3.187795,NISQAv2
PRUEBA_Audifono_1__20250502__Lámina_1__joRd.wav,2.8703396,3.7281325,3.5672114,2.890848,2.4766781,NISQAv2
LIM0004_0188_A__20250612__Re-narración_de_video__ARux.wav,1.674395,3.0573177,2.1901486,2.446761,2.9585924,NISQAv2
TUM0002_0249_A__20250528__Recuerdo_agradable__xvMg.wav,1.715522,3.138543,2.1263654,2.2107332,2.8247871,NISQAv2
IQT0012_0059_A__20250320__Re-narración_de_video__hUHP.wav,1.1680981,3.0569227,1.9324093,1.994694,2.688426,NISQAv2
TUM0008_0066__20241101__Rutina__ac0A.wav,2.2247834,3.7627418,2.5465307,2.3320467,3.385135,NISQAv2
LIM0007_0077_P__20250313__Lámina_1__kDg3.wav,1.6520387,3.2261155,2.1677773,2.4987187,3.1693003,NISQAv2
TUM0005_0319A__20250429__Re-narración_de_video__Iq5E.wav,2.249656,3.5055068,2.0893798,2.428448,3.3031151,NISQAv2
LIM0008_0032_A__20241030__Rutina__gABs.wav,2.368917,3.6319497,2.128759,2.4182694,3.2982447,NISQAv2
TUM0010_0100A__20241026__Recuerdo_agradable__w9Rf.wav,2.8656209,4.0370064,3.382777,3.2667189,4.0720572,NISQAv2
LIM0009_0015_A__20241016__Rutina__Cu4O.wav,1.6223029,2.9062693,2.168978,2.2651305,3.220691,NISQAv2
IQT0006_0062_A__20250109__Re-narración_de_video__6Jy1.wav,1.2068521,3.2580502,2.195486,2.0888138,2.7990277,NISQAv2
IQT0007_0212_P__20250409__Recuerdo_agradable__gglQ.wav,1.6997433,2.600409,3.7674253,2.306776,2.030166,NISQAv2
LIM0005_0115_P__20250324__Re-narración_de_video__RwLj.wav,1.5072843,3.6124437,2.2272441,2.0478237,2.5026572,NISQAv2
LIM0005_0139_P__20250506__Lámina_1__DHrK.wav,1.7800739,3.4706974,2.109565,2.278412,3.249564,NISQAv2
HUA0004_0106P__20250328__Recuerdo_agradable__Y55H.wav,2.4779446,3.8515098,2.8118808,2.5817,3.3987873,NISQAv2
IQT0007_0275_P__20250429__Rutina__EQkw.wav,1.5871522,3.0997827,1.894459,2.165942,2.977361,NISQAv2
TUM0004_0194_A__20250314__Re-narración_de_video__nAmr.wav,1.9767615,3.608564,2.1087725,2.4915307,3.2704377,NISQAv2
IQT0012_0121_P__20250521__Recuerdo_agradable__h60T.wav,0.99184054,2.942273,2.1343482,2.0344863,2.9478421,NISQAv2
LIM0007_0059_A__20250126__Recuerdo_agradable__9tP8.wav,2.207223,3.1643617,2.3441565,2.7441714,3.3423069,NISQAv2
LIM0007_0134_P__20250605__Rutina__DxEK.wav,1.0739629,3.3190882,2.0296888,1.8814547,2.0421376,NISQAv2
LIM0006_0073_A__20250221__Rutina__qULv.wav,2.1224453,3.6070073,2.320054,2.3951867,2.794777,NISQAv2
LIM0010_0128_A__20250613__Recuerdo_agradable__a9uv.wav,1.6757754,3.5203435,1.7622862,2.1693206,3.0201976,NISQAv2
LIM0008_0066_P__20250213__Rutina__biEv.wav,2.1960685,3.4070003,2.3202636,2.2182512,3.265413,NISQAv2
TUM0008_0209P__20250409__Recuerdo_agradable__0K2c.wav,1.6919185,3.3929584,2.033419,2.3735745,2.964411,NISQAv2
IQT0011_0075_P__20250310__Recuerdo_agradable__Cp3q.wav,1.9820591,3.4942563,2.3985105,2.645752,3.1012795,NISQAv2
PRUBATUM01_0002_P__20250228__Re-narración_de_video__KNyQ.wav,2.0037422,3.6232078,2.3068142,2.3737733,3.000091,NISQAv2
LIM0002_0172_P__20250529__Recuerdo_agradable__oGMH.wav,1.7127172,3.3706794,2.311769,2.4780746,3.0743735,NISQAv2
IQT0012_0121_P__20250521__Rutina__CQyj.wav,1.1636856,3.1483703,2.1309254,1.8463637,2.3554893,NISQAv2
TUM0002_0230P__20250429__Recuerdo_agradable__vRsL.wav,1.4837798,3.129422,3.1826317,2.1008112,3.5121148,NISQAv2
IQT0004_0183_P__20250520__Recuerdo_agradable__TQVf.wav,1.5902162,3.406016,2.0923612,2.2734654,3.0083573,NISQAv2
TUM0010_0146A__20250203__Re-narración_de_video__pzVd.wav,1.692876,3.1218822,2.6482613,2.3763006,2.9966228,NISQAv2
LIM0008_0053_A__20250125__Recuerdo_agradable__AmjN.wav,1.011024,3.257034,1.7646215,1.8215854,2.6758072,NISQAv2
LIM0002_0194_A__20250603__Re-narración_de_video__Dx85.wav,1.1935533,3.2748482,1.7119102,1.8473972,2.8586152,NISQAv2
LIM0010_0002_P__20250120__Recuerdo_agradable__EQlq.wav,1.8590015,2.5759823,3.9742715,2.7615423,1.896294,NISQAv2
HUA0007_0041A__20250320__Recuerdo_agradable__VyRo.wav,1.720062,3.7492259,4.094116,2.8642557,1.4628409,NISQAv2
LIM0004_0058_A__20250125__Lámina_1__KRR8.wav,1.2317533,3.175968,1.9395845,1.9678885,2.2109244,NISQAv2
IQT0005_0033__20241213__Lámina_1__QPmB.wav,1.3256136,2.5673044,2.1223247,1.900845,2.0332947,NISQAv2
LIM0008_0048_A__20250115__Rutina__XYt2.wav,1.2367305,3.140621,2.79973,1.8599851,2.977266,NISQAv2
LIM0002_0023P__20241012__Re-narración_de_video__Vue5.wav,4.1849537,4.3248777,4.390276,3.9332783,3.9247208,NISQAv2
LIM0004_0006A__20250228__Re-narración_de_video__h4QH.wav,2.1938548,3.6666176,2.3197305,2.5178835,3.3855374,NISQAv2
IQT0009_0161_P__20250610__Recuerdo_agradable__PnVJ.wav,1.1863141,3.170946,1.935205,1.9882554,1.9558413,NISQAv2
IQT0006_0078_A__20250226__Rutina__WDEE.wav,1.1790686,3.15461,2.1721132,2.0550852,2.6560788,NISQAv2
LIM0006_0134_P__20250413__Rutina__5TCt.wav,1.7257422,3.568365,1.9862387,2.3233294,2.8381774,NISQAv2
PRUEBA__Audifono_4__20250522__Rutina__vMw6.wav,1.3674393,3.4929779,2.068709,2.003546,2.8673797,NISQAv2
TUM0010_0148A__20241213__Lámina_1__LDQS.wav,3.903611,4.266292,4.3765316,3.3436368,4.1521487,NISQAv2
TUM0006_0137P__20250211__Recuerdo_agradable__mfjS.wav,1.8035434,3.4094617,1.9968071,2.1318257,3.0561562,NISQAv2
LIM0006_0147_P__20250604__Recuerdo_agradable__q1N8.wav,1.4252108,2.9810746,1.9043689,2.1975214,3.0984652,NISQAv2
TUM0008_0225A__20250421__Re-narración_de_video__5yYN.wav,2.4197965,3.8486197,3.8559415,2.6920934,3.7158515,NISQAv2
TUM0004_0126_A__20241111__Rutina__J1vR.wav,1.1862417,2.7193177,2.0717032,1.9502206,2.59319,NISQAv2
TUM0004_0243_P__20250416__Re-narración_de_video__AlMY.wav,1.4627749,2.2906332,1.9455247,2.0857487,2.7998888,NISQAv2
IQT0005_0032_P__20241205__Recuerdo_agradable__nrSJ.wav,1.4941242,3.2947552,2.0027924,2.2101421,3.013826,NISQAv2
LIM0007_0106_A__20250421__Re-narración_de_video__MbJK.wav,1.2891735,3.4942806,1.6914403,1.9622133,2.8504007,NISQAv2
TUM0008_0277P__20250526__Recuerdo_agradable__uWr3.wav,1.65612,3.5553238,2.093488,2.119613,2.0644183,NISQAv2
LIM0007_0040_P__20241110__Rutina__4irK.wav,1.8616227,2.9563885,2.4020212,2.386631,3.2218373,NISQAv2
LIM0005_0005_P__20241030__Re-narración_de_video__JxUg.wav,2.900441,3.9998949,3.2261598,2.983262,3.5867648,NISQAv2
LIM0004_0014_P__20241011__Rutina__b3xd.wav,1.3662208,3.0691612,1.7913682,2.1026027,2.5127723,NISQAv2
IQT0008_0015_A-__20241121__Lámina_1__8Qtm.wav,1.4030863,3.0082867,2.138059,1.9910257,2.2275789,NISQAv2
LIM0002_0038_P__20241205__Recuerdo_agradable__NMRl.wav,1.3422624,3.3117442,1.9931216,2.073464,2.5461452,NISQAv2
LIM0004-0091-P__20250221__Recuerdo_agradable__Kbbb.wav,1.6066368,3.4560964,2.1865726,2.2483475,2.4943964,NISQAv2
TUM0002_0277P__20250604__Recuerdo_agradable__HitS.wav,1.4339327,3.434054,1.8198812,1.8198643,2.5532496,NISQAv2
LIM0002_0132_A__20250427__Re-narración_de_video__6d1K.wav,2.6152558,3.9395664,2.6159468,2.6440463,3.6461575,NISQAv2
LIM0006_0050_A__20250116__Rutina__Dua0.wav,1.4244235,2.5571072,3.774543,2.4666915,1.5688689,NISQAv2
IQT0008_0147P__20250515__Rutina__vuJI.wav,1.5539608,3.347603,2.3094008,1.8066455,2.3922756,NISQAv2
LIM0002_0121_P__20250405__Rutina__yiXu.wav,1.0668813,2.968322,1.7425375,1.8428124,2.5769126,NISQAv2
LIM0002_0159_A__20250515__Recuerdo_agradable__fr3Q.wav,1.8048171,3.296019,2.0690596,2.4785726,3.3466032,NISQAv2
IQT0006_0094_P__20250226__Rutina__Jfcb.wav,1.934721,3.49437,2.3660517,2.1915574,3.0041535,NISQAv2
TUM0008_200A__20250331__Rutina__NVya.wav,2.2737188,3.3741152,2.3699486,2.3670957,3.2808654,NISQAv2
LIM0005_0035_A__20241030__Recuerdo_agradable__vles.wav,1.9575969,3.4243605,2.135733,2.2374504,3.1131883,NISQAv2
PRUEBA_Audifono_1__20250512__Re-narración_de_video__VcVW.wav,1.8669426,3.4805813,2.7548268,2.1647763,3.2728474,NISQAv2
LIM0006_0042_A__20241220__Recuerdo_agradable__Ilij.wav,1.4439011,3.4338038,1.9357798,2.0732825,2.9147313,NISQAv2
HUA0003_0041A__20241126__Recuerdo_agradable__yELJ.wav,2.2261565,3.3485572,3.0440824,2.5471566,2.9895484,NISQAv2
TUM0008_0298_A__20250604__Rutina__D0yX.wav,1.0560783,3.245598,1.8428073,1.8826252,1.685615,NISQAv2
TUM0007_0208_A__20250522__Recuerdo_agradable__rXHb.wav,2.0763764,3.4491537,2.2736704,2.459347,3.2590058,NISQAv2
HUA0005_0094__20250325__Lámina_1__Knlr.wav,1.5434625,3.4627497,1.9687388,2.1676686,2.7138019,NISQAv2
IQT0011_0391_P__20250612__Recuerdo_agradable__ENoV.wav,1.6439035,3.6844873,2.0009458,2.0212305,2.978145,NISQAv2
LIM0003_0081__20250126__Rutina__Iouj.wav,1.843084,3.385206,2.647929,2.2286937,3.3914778,NISQAv2
TUM0002_0230P__20250429__Rutina__hgrj.wav,1.791022,3.3466847,2.5789394,2.344098,3.0874627,NISQAv2
TUM0009_0288_P__20250526__Recuerdo_agradable__UYF8.wav,3.088148,2.7400112,4.1880293,3.3983166,3.5726588,NISQAv2
LIM0004_0188_P__20250612__Re-narración_de_video__iCTf.wav,1.885352,3.5827186,2.1561825,2.4531388,3.0748506,NISQAv2
LIM0006_0078_A__20250222__Rutina__umve.wav,2.0533216,2.880222,3.9296472,2.7160807,1.8746178,NISQAv2
LIM0002_0113_A__20250425__Recuerdo_agradable__OMFO.wav,1.9861377,3.6311963,2.0792756,2.5152037,3.4636087,NISQAv2
IQT0008_0155P__20250530__Rutina__FP72.wav,0.96878964,3.0856726,1.764972,1.9206005,2.6781118,NISQAv2
LIM0007_0129_A__20250602__Recuerdo_agradable__gK1J.wav,1.2193259,2.8100135,1.6666672,2.0321567,2.86805,NISQAv2
LIM0005_0034_A__20241030__Recuerdo_agradable__quLl.wav,2.8354952,3.947672,2.7696373,2.9534528,3.6710653,NISQAv2
LIM0005_0150_P__20250516__Recuerdo_agradable__nc8e.wav,1.8074076,3.321332,2.5012116,2.4370036,2.3648744,NISQAv2
LIM0003_0168_P__20250528__Rutina__6fOq.wav,1.5583779,3.4805207,2.0862253,2.1593304,3.4909751,NISQAv2
TUM0006_0065__20241018__Rutina__P54Y.wav,1.0757931,2.9859915,1.6864879,2.0544798,2.8024087,NISQAv2
LIM0003_0011_A__20241025__Recuerdo_agradable__FCRW.wav,1.5993282,3.3217132,1.9069171,2.2071908,3.0239522,NISQAv2
LIM0010_0011_A__20250122__Rutina__vcjx.wav,1.7643716,3.3574896,2.0814354,2.2984097,2.9137685,NISQAv2
LIM0003_0185_P__20250604__Re-narración_de_video__SYAD.wav,1.9150592,3.4023929,2.2717464,2.675718,2.8933494,NISQAv2
LIM0007_0036_A__20241126__Re-narración_de_video__Gjm0.wav,1.6926471,3.4381168,1.9757247,2.0988536,2.4294386,NISQAv2
LIM0004_0104_P__20250325__Rutina__4y2S.wav,2.0170233,3.3985593,2.9984512,1.9964497,3.651735,NISQAv2
IQT0006_0282_A__20250528__Re-narración_de_video__i2NA.wav,1.4528202,3.358981,2.0096014,1.9464571,2.6197133,NISQAv2
TUM0002_0164A__20250403__Recuerdo_agradable__hksJ.wav,1.6425258,2.869547,2.0287652,2.168188,2.9409962,NISQAv2
IQT0011_0156_P__20250409__Rutina__DI9D.wav,1.4378952,3.3767216,1.8839936,1.9953433,2.8386126,NISQAv2
IQT0003_0184_A__20250314__Lámina_1__UDol.wav,3.2748215,3.5414584,4.257144,3.1849797,2.5905774,NISQAv2
TUM0006_0250-P__20250405__Rutina__sBxW.wav,1.5972809,2.897456,2.431979,2.2579315,3.3415449,NISQAv2
TUM0004_0296_A__20250524__Rutina__ECUD.wav,1.9016496,3.3993266,2.1842895,2.6162672,3.2570455,NISQAv2
TUM0004_0258A__20250428__Re-narración_de_video__9ueR.wav,2.1409929,3.5519438,2.1342874,2.2657204,3.2827177,NISQAv2
LIM_0003_0002_A__20241016__Rutina__MpjS.wav,1.4645948,3.2584026,2.1472404,2.1048446,2.284556,NISQAv2
TUM0010_0006P__20240924__Recuerdo_agradable__RKGb.wav,3.9564312,4.290077,4.04485,3.8363051,4.175843,NISQAv2
LIM0008_0145_A__20250521__Recuerdo_agradable__wT7J.wav,1.3444952,3.4121282,1.8094487,1.9431386,2.8330255,NISQAv2
TUM0006_0202-A__20250401__Rutina__ckg9.wav,1.3581623,3.052952,1.9238868,2.1739554,2.1582706,NISQAv2
TUM0008_0177A__20250312__Re-narración_de_video__RdMg.wav,1.307,3.080323,1.826014,2.0820324,2.4317708,NISQAv2
LIM0004_0068_A__20250130__Recuerdo_agradable__TOFY.wav,2.0692458,3.2057612,2.1724765,2.5851457,3.4010015,NISQAv2
IQT0012_0032__20250303__Lámina_1__H8dQ.wav,1.2949098,3.2229822,2.156621,2.1417658,2.9258764,NISQAv2
TUM0002_0128_A__20241205__Recuerdo_agradable__A7gR.wav,1.8517654,3.4877021,2.0983875,2.30443,3.1266863,NISQAv2
LIM0009_0015_P__20241016__Re-narración_de_video__1JeQ.wav,1.7186235,3.4136548,2.0910947,2.1694922,2.655845,NISQAv2
LIM0007_0033_A__20241127__Recuerdo_agradable__ug63.wav,2.8558776,3.7613153,3.6419532,3.1702101,3.025911,NISQAv2
PRUEBALim005_0001_P__20250227__Rutina__YBsH.wav,2.1867507,3.4862995,2.5060894,3.244435,2.3893483,NISQAv2
LIM0004_0059_A__20250121__Recuerdo_agradable__TUh6.wav,2.0609345,3.4705062,2.1688836,2.4289138,3.1675713,NISQAv2
LIM0010_0011_A__20250122__Recuerdo_agradable__Iuga.wav,1.8411198,3.2934666,1.9459698,2.3092864,2.873852,NISQAv2
TUM0004_0330__20250606__Rutina__Lg7t.wav,1.314133,3.0268257,2.975814,1.9093454,2.8792722,NISQAv2
TUM0003_0252_P__20250508__Re-narración_de_video__0YPj.wav,1.5352811,3.175022,2.1996684,2.2156405,2.2500749,NISQAv2
LIM0008_0147_A__20250527__Rutina__1pJR.wav,1.7197254,3.5039403,3.9582207,2.7667694,1.6431537,NISQAv2
LIM0006_0140_A__20250514__Rutina__gauF.wav,1.3330326,2.9599323,1.9737289,2.2271092,2.9771717,NISQAv2
TUM0002_0168_P__20250403__Recuerdo_agradable__Y45N.wav,1.2246596,3.376338,2.5716147,1.774013,3.0772727,NISQAv2
TUM0010_0148A__20241213__Re-narración_de_video__UBJu.wav,2.3803093,3.6093686,2.211038,2.528981,3.4793234,NISQAv2
PRUEBALIM02_0003_A__20250228__Rutina__4KmO.wav,1.7268858,3.2908146,2.2041054,2.3141062,2.4983218,NISQAv2
TUM0003_0055_P__20241106__Recuerdo_agradable__CG0m.wav,1.4922949,3.387687,1.9088156,2.1492293,3.0014923,NISQAv2
IQT0011_0378_P__20250611__Recuerdo_agradable__xGkE.wav,2.020575,3.4728024,2.859437,2.34646,2.788428,NISQAv2
TUM0002_0137_P__20250307__Recuerdo_agradable__zwyz.wav,1.5393721,3.1757905,2.1158662,2.133284,1.9484773,NISQAv2
LIM0003_0068_A__20250121__Recuerdo_agradable__kE0b.wav,1.9488218,3.0145261,3.9391153,2.541633,2.056509,NISQAv2
TUM0010_0238_A__20250329__Rutina__dILX.wav,2.2847834,3.505698,2.7177222,2.5597284,2.6329074,NISQAv2
LIM0003_0171_A__20250605__Rutina__oczB.wav,1.7395121,3.2572343,1.833132,2.0340998,3.0152256,NISQAv2
TUM0010_0137A__20241118__Rutina__6yRx.wav,2.623635,3.813077,3.2908447,2.8079934,3.515075,NISQAv2
LIM0005_0168_A__20250529__Recuerdo_agradable__YwhB.wav,1.726839,2.8073092,1.9410989,2.1483123,3.021452,NISQAv2
LIM0002_0007_P__20241018__Re-narración_de_video__lEqb.wav,2.2072546,3.7300193,2.459832,2.6127746,2.8484716,NISQAv2
LIM0003_0016_P__20241015__Rutina__p9yG.wav,1.1782957,3.2413929,2.0562177,1.9443369,2.5779526,NISQAv2
TUM0005_0241_A__20250402__Rutina__Pfey.wav,2.0059261,2.4309769,3.9137576,2.695956,2.119953,NISQAv2
IQT0003_0391_P__20250611__Recuerdo_agradable__9VGz.wav,1.7678823,3.375868,2.2546275,2.211004,2.0507684,NISQAv2
HUA0004_0068A__20250129__Re-narración_de_video__QHGe.wav,3.1126013,3.9308603,3.6772869,3.2750535,3.5965738,NISQAv2
LIM0002_0187_A__20250606__Lámina_1__BzrV.wav,1.9362969,3.2111518,2.1282523,2.2379205,3.2908309,NISQAv2
