metric,dataset,count,mean,std,min,5%,25%,50%,75%,95%,max
MOS,REDLAT,16213.0,1.7627682197902919,0.46954365093950357,0.29729748,1.09394152,1.428706,1.7112418,2.0512502,2.6109887200000004,4.234799
MOS,IMPACT,1000.0,1.8178793523399999,0.4974244017708272,0.7915133,1.0936255400000001,1.4985841500000001,1.7617587000000001,2.06961345,2.6988735999999993,4.4674654
PESQ,REDLAT,16213.0,1.4636580139676139,0.35566822557525063,1.10363924503326,1.158433485031128,1.2130378484726,1.3253790140152,1.5967264175415,2.2033084392547635,3.47546005249023
PESQ,IMPACT,1000.0,1.9132601716518403,0.4731572646397066,1.1173939704895,1.2201830565929415,1.5604922771453875,1.84200447797775,2.2292146682739276,2.769492650032041,3.39972686767578
STOI,REDLAT,16213.0,0.6913481654997619,0.17528988915004096,0.152871370315552,0.4057001292705536,0.540697157382965,0.70945131778717,0.841478884220123,0.9443165540695191,0.998268365859985
STOI,IMPACT,1000.0,0.8838648880124093,0.07770794965235188,0.193523645401001,0.718763709068298,0.8571018576622013,0.9023673832416534,0.9344427287578579,0.9672197550535203,0.991551518440247
SI-SDR,REDLAT,16213.0,0.9732601017057196,9.527445719931968,-19.7743511199951,-14.26445579528804,-6.68277931213379,1.42260921001434,8.34421825408936,16.01898422241212,26.1696605682373
SI-SDR,IMPACT,1000.0,10.01148636148125,5.817656852060959,-22.0581207275391,-1.078680175542832,6.974998593330385,10.5947895050049,13.985610246658325,18.14329881668094,24.3436470031738
